Title,Category Name,Experience,Sub Category Name,Currency,Budget,Location,Freelancer Preferred From,Type,Date Posted,Description,Duration,Client Registration Date,Client City,Client Country,Client Currency,Client Job Title
New Website design ,Design,Expert ($$$),Web Design,GBP,350.0,remote,ALL,fixed_price,2023-01-19 14:37:49,"I need a developer to work with me on a project and I will provide the designs you need to code on to WordPress.

- 6 - 8 page site
- search car function 
- form


Please get in-contact if you have lots of experience building WordPress websites.
",,2020-12-13,London,United Kingdom,GBP,Art Director
I need a 3-4 3D animation created to follow a script ,Design,Intermediate ($$),3D Design,GBP,250.0,remote,ALL,fixed_price,2023-01-19 14:24:52,"Hi, I need a 3-4 Minute 3D cartoon animation created for my business. This animation will following a script that I have created. It will be about a restaurant owner who is struggling with his business and wants help, he then finds help when he meets someone from my company. And the rest will be animation showing my services and how we do what we do. Hopefully that helps a little. We will of course need have a video call to discuss the project. Thank you very much ",,2022-11-25,London,United Kingdom,GBP,
HELP !!  Changes to a Website ,Design,Expert ($$$),Web Design,GBP,88.0,remote_country,GB,fixed_price,2023-01-19 14:11:28,"Hi I recently had a website designed by a designer on WIX platform. For some reason the wed design has disappeared as i have tried to contact them via email  and phone  and don't have any access to the site except for the domain but I need the following changes made.  

Changes to the current logo as we would like a OAK leaf instead of the one which shown 

The Landline number is not being displayed on the Mobile version which is 01922 513964 

The photos are not being displayed in the correct order 

I have further qualifications to add to the site as a PDF 

is this something i can change or would the site need remaking ? 
",,2019-09-30,Sidcup,United Kingdom,GBP,
Design MailChimp or other platform Editable Newsletter Template,Digital Marketing,Entry ($),Email Marketing,GBP,50.0,remote,ALL,fixed_price,2023-01-19 14:07:25,"looking to have a newsletter created for my fulfilment business (e-pickpack)
This newsletter will be sent to 100 B2B contacts so i think mailchimp will be the best platform but open to any suggestion
I will need a professionnal look and I will brief on the target/content
I want to be able to modify the content on my own, to modify the message for the following newsletter. We will need to add a link in the newsletter to be trackable via google and my wordpress website.",,2015-08-04,Le Cannet,France,GBP,"E-Fulfilment - On-Line Selling, Storage, Picking, Packing, Customer Service and Returns"
Scrapping website details required,Technology & Programming,Entry ($),Website Development,EUR,50.0,remote,ALL,fixed_price,2023-01-19 13:56:58,"I need details from a website scrapped, automated. It will include photos and text.
More details upon request",,2020-02-03,Marbella,Spain,EUR,
Basic animation for YouTube videos ,Design,Intermediate ($$),Animation,GBP,25.0,remote,ALL,fixed_price,2023-01-19 13:51:53,Basic 2 minute audio - requires some complimentary animation ,,2010-09-11,Wandsworth,United Kingdom,GBP,.
Prepare Monthly Management Accounts,Business,Entry ($),Finance & Accounting,GBP,100.0,remote,ALL,fixed_price,2023-01-19 13:49:20,"Hello, 

I am looking for someone with experience in accounting for hospitality firms, using Xero, to prepare our monthly management accounts.

Kind Regards,

Tim
 ",,2011-03-09,Greenwich,United Kingdom,GBP,Website Development / Affiliate Marketing
Brochure Italian Alcohol ,Design,Intermediate ($$),Graphic Design,EUR,80.0,remote,ALL,fixed_price,2023-01-19 13:49:20,"Hello, I need to make a beautiful and professional version of our brochure.

",,2016-08-20,Milano,Italy,EUR,Head of Design
ongoing design and artwork projects,Design,Expert ($$$),Graphic Design,GBP,25.0,remote,ALL,hourly,2023-01-19 13:40:08,We are looking for skilled and dedicated graphic designers for both 'grunt work' such as drawing floorplans through to graphic and digital design across a number of clients. This is a UK company though home working is fine for these assignments. An hourly rate would apply to certain projects and a 'per item' such as floor plans would apply when required. We are looking to develop long-term relationships with the right people. We are based in Surrey,,2016-04-11,Frimley,United Kingdom,GBP,
Limited Edition Luxury fashion brand ,Design,Expert ($$$),Fashion & Clothing,GBP,200.0,remote,ALL,fixed_price,2023-01-19 13:47:20,"I need a designer who can put together a collection for a luxury fashion brand upstart. Budget Adjustable
I have the brand Logo already",1 - 2 weeks,2023-01-19,Duisburg,Germany,EUR,
Content writer specialized in writing Home Improvement,Writing & Translation,Entry ($),Content Writing,USD,22.0,remote,ALL,fixed_price,2023-01-19 13:40:07,"I am  looking for a content specialist that has a good experience writing content about plumbing, home improvement DIYs - please only apply if you have enough experience. ",,2014-08-20,Los Angeles,United States,USD,"SEO, Local SEO, Online Marketing Specialist and Consultant"
Assistance with developing an App,Design,Expert ($$$),Web Design,GBP,88.0,remote,ALL,fixed_price,2023-01-19 13:40:07,I am looking for someone who can develop an app for me.,,2018-11-14,Walthamstow,United Kingdom,GBP,
SEO - For a website,Digital Marketing,Expert ($$$),SEO,GBP,96.0,remote,ALL,fixed_price,2023-01-19 13:49:33,"Hi all,

Looking for SEO, for London and areas around.

Looking for monthly cost.

Website : https://www.designextension.co.uk/

",,2009-10-09,Croydon,United Kingdom,GBP,ARCHITECTURAL DESIGNER / CGI / 3D ARCHITECTURAL VISUALISER  http://designextension.co.uk/
SketchUp models to be created ,Design,Entry ($),3D Design,GBP,10.0,remote,ALL,hourly,2023-01-19 13:19:12,"I need several SketchUp models to be created please showing our Float sliding panel system. Can you do? I don't need them animating but just need SketchUps to be made that we can use for rendering and also for showing customers for inspiration.

I would need to have the actual SketchUp models sent to me upon completion.

Please send me jpeg examples of SketchUp models you have done in the past if you are interested. 

Our Float system can be seen here FYI: https://creatif.org.uk/solutions/adaptif/product-float/ and also a video here: https://youtu.be/n367pcWWfDM

Thanks,
Dwight ",,2014-01-14,Leeds,United Kingdom,GBP,Sales & Marketing Director
Claim Instagram Handle From an Inactive User,Social Media,Intermediate ($$),Instagram Marketing,GBP,100.0,remote,ALL,fixed_price,2023-01-19 13:15:54,"Hi, 

We're looking for someone who can help us claim an IG handle (username) from another user that is not being used (i.e. the account has no bio or images).

Ideally need this done quickly. 

Thanks",,2020-01-28,London,United Kingdom,GBP,SEO & Digital Marketing Manager
Wordpress Website Update,Design,Expert ($$$),Web Design,GBP,88.0,remote,ALL,fixed_price,2023-01-19 13:07:21,"I am looking for someone to update the footer and logos around the website and the contact form 7. 

The footer is company logo's who use our services, we have all the new logos and would like some pictures changed on the website. 

The contact form will need to have a drop down (conditioning Fielding) option depending on the customers selection. 

We currently use reCAPTCHA, but are looking for another spam plugin to reduce the amount of spam we receive through the contact form. 


",,2018-09-04,Bristol,United Kingdom,GBP,
Code Two Compliant Email Signature Required,Technology & Programming,Entry ($),Email Template Development,GBP,60.0,remote,ALL,fixed_price,2023-01-19 10:54:29,"I am looking for someone who can create an email signature which MUST integrate with Code Two email software.
I have the individual design elements – and how the finished signature should look but the IT guys are telling me that this version does not properly load to Code Two. These can all be found in this file:
https://www.dropbox.com/scl/fo/aggv2vfu9zkrw7rmo1dre/h?dl=0&rlkey=fpnti0duj2y0xzb4xjft8ipp9
The signature should be exactly as per the artwork. 
This is an urgent requirement for a client of mine so we need a quick turn around on this.

https://www.codetwo.com/?gclid=CjwKCAjwh4ObBhAzEiwAHzZYUw1gew4IHr1_mAVfOhJ1jRBd1uPjOZxEzPotsV1xW8mhBZgyhUpKGBoCYSgQAvD_BwE
",,2019-08-19,Aberdeen,United Kingdom,GBP,
3 flyers designed and logo,Design,Entry ($),Graphic Design,GBP,30.0,remote,ALL,fixed_price,2023-01-19 10:59:41,"I need 3 flyers designed - basic but good. I need inspiration 


These will be emailed to people 
1st one Brandon's 16th Birthday (he's into musical theatre)
2nd one Madison's batmitzvah (she's into dance and Netflix)
3rd one is a combined Brandon's, Madison's and Spencer's 50th birthday  (I'm Spencer)

Happy to supply pics of us if you want to incorporate this into the flyer

Brandon's ones will be sent to his friends 
Madison's ones will be sent to her friend's 
Combined one sent to our friends who need to know that the party is for all 3 of us

We also need a logo and name for the combined one that involves all our names Spencer Brandon and Madison 

We all love musical theatre,  movies,  TV and fun


Logo needs to be loud and stand out as this will be on the combined invite 

Logo will be used on TV screens throughout the night 

Invite will be sent by email

Hope this gives you enough information  - I'm looking for inspiration  - prefer UK based but happy to deal with worldwide as long as communication is great 

Budget maximum £30

 ",,2011-12-28,City of Westminster,United Kingdom,GBP,
